SaleID,price
200319,10123.829
200320,3174.7983
200321,30359.469
200322,15438.913
200323,1357.86
200324,24788.043
200325,5784.0513
200326,2442.232
200327,24394.043
200328,580.28296
200329,7773.2827
200330,1941.3517
200331,1514.8557
200332,12102.661
200333,1234.5872
200334,597.52026
200335,1533.893
200336,1370.4758
200337,1266.3248
200338,2008.2157
200339,13514.433
200340,28360.79
200341,2340.1787
200342,6150.456
200343,1722.1672
200344,5644.278
200345,6533.6304
200346,1196.3145
200347,11082.844
200348,9643.798
200349,737.4143
200350,10765.376
200351,2240.2803
200352,746.0596
200353,1887.9891
200354,4035.2864
200355,601.45593
200356,3814.4238
200357,2130.644
200358,2902.4976
200359,8057.8467
200360,16337.236
200361,1849.2681
200362,1954.1338
200363,1233.4543
200364,7205.261
200365,9887.341
200366,1007.6637
200367,5894.623
200368,6668.9463
200369,5591.288
200370,966.6556
200371,10070.517
200372,851.25946
200373,1147.4033
200374,968.1753
200375,1261.3218
200376,2594.7227
200377,1872.122
200378,1097.1964
200379,1672.4016
200380,782.1503
200381,3762.7625
200382,32846.613
200383,2396.3894
200384,3051.2358
200385,718.4066
200386,1004.7573
200387,3310.4058
200388,7205.9697
200389,7131.3125
200390,362.7156
200391,3467.0127
200392,997.44714
200393,2897.8855
200394,3231.16
200395,112.957535
200396,2583.6672
200397,987.7887
200398,2251.8438
200399,753.06604
200400,2057.71
200401,4733.8203
200402,1760.541
200403,3826.7964
200404,615.6903
200405,692.37085
200406,2215.2124
200407,1517.2297
200408,6651.2705
200409,11820.544
200410,7980.6157
200411,1482.0826
200412,20158.21
200413,10886.722
200414,4601.6367
200415,9297.675
200416,7948.375
200417,2474.9346
200418,1105.0718
200419,17525.098
200420,19246.203
200421,1192.6376
200422,1551.8765
200423,1086.9011
200424,48764.71
200425,8789.19
200426,3871.4126
200427,18388.51
200428,1171.3433
200429,4628.376
200430,5416.9453
200431,2722.5454
200432,3781.7622
200433,16373.494
200434,626.5953
200435,5195.5645
200436,9793.929
200437,786.3436
200438,187.4897
200439,1224.6447
200440,1268.3116
200441,1285.6107
200442,1254.1123
200443,6124.66
200444,1164.3743
200445,3002.4106
200446,3613.3074
200447,7209.428
200448,14173.179
200449,1167.6929
200450,2463.2256
200451,990.9257
200452,3180.6628
200453,3335.816
200454,955.32385
200455,8451.825
200456,1211.161
200457,1286.5496
200458,737.0085
200459,3826.318
200460,2964.9058
200461,3423.7842
200462,5515.329
200463,8216.698
200464,1364.2837
200465,10466.175
200466,2359.0127
200467,2672.3574
200468,2251.5498
200469,203.80838
200470,9419.957
200471,414.68405
200472,10104.976
200473,45885.55
200474,1553.0851
200475,3914.9824
200476,13031.828
200477,4908.819
200478,4869.093
200479,1121.5192
200480,6259.548
200481,1674.365
200482,1432.5999
200483,2618.2664
200484,2313.1362
200485,4917.203
200486,5266.4917
200487,9359.922
200488,1173.237
200489,5398.658
200490,9172.391
200491,8193.526
200492,16818.762
200493,104.74297
200494,2271.3184
200495,5349.325
200496,346.5168
200497,595.25183
200498,16958.314
200499,714.1386
200500,5829.223
200501,3993.8213
200502,1795.9155
200503,387.33865
200504,2502.91
200505,5936.814
200506,112.61221
200507,3778.6208
200508,1956.312
200509,1225.867
200510,8609.284
200511,10364.196
200512,26170.594
200513,15043.69
200514,12236.351
200515,658.52454
200516,21309.531
200517,9311.606
200518,2377.8694
200519,13585.204
200520,1302.2916
200521,23147.05
200522,123.839226
200523,4401.7324
200524,8808.821
200525,497.9069
200526,385.29498
200527,3144.8718
200528,3570.7642
200529,575.48395
200530,7997.6943
200531,14252.13
200532,1562.2744
200533,18885.27
200534,1263.6189
200535,235.6476
200536,1063.6464
200537,960.8832
200538,3285.497
200539,6608.3447
200540,2599.267
200541,2723.6401
200542,2192.7598
200543,3769.1357
200544,505.20178
200545,3754.6743
200546,5993.14
200547,4558.2617
200548,4257.3945
200549,12892.128
200550,17050.88
200551,390.06644
200552,10337.142
200553,235.26283
200554,10803.468
200555,1746.16
200556,3837.1633
200557,12204.899
200558,7407.667
200559,1136.4592
200560,2852.373
200561,4167.637
200562,19245.264
200563,6202.1567
200564,10625.528
200565,27570.809
200566,7831.254
200567,1887.6451
200568,8565.775
200569,165.7563
200570,1901.9434
200571,3437.7065
200572,10948.127
200573,15853.978
200574,1010.3031
200575,1459.9543
200576,922.45447
200577,794.4441
200578,21763.648
200579,191.72917
200580,5280.4395
200581,1456.2466
200582,6408.514
200583,1017.2042
200584,15850.703
200585,6913.3765
200586,4260.5093
200587,1330.591
200588,3775.5967
200589,2599.958
200590,250.27356
200591,12005.583
200592,4190.7666
200593,10094.875
200594,9567.687
200595,512.7783
200596,4513.4287
200597,21871.945
200598,11740.168
200599,3802.692
200600,6749.974
200601,7853.084
200602,10073.761
200603,29870.215
200604,9863.798
200605,1344.8043
200606,4977.1816
200607,7355.3203
200608,9567.894
200609,747.5526
200610,7959.9424
200611,13318.826
200612,10288.312
200613,979.58136
200614,589.16284
200615,451.7299
200616,2530.4185
200617,2222.4004
200618,2811.6318
200619,249.8597
200620,2879.9038
200621,11205.0625
200622,4851.3457
200623,17590.898
200624,1066.915
200625,686.31213
200626,2654.55
200627,6307.05
200628,4936.7793
200629,7698.6045
200630,2125.7793
200631,13209.999
200632,1647.7993
200633,4352.88
200634,1902.4746
200635,4823.383
200636,18604.58
200637,18258.29
200638,1492.1309
200639,1941.7985
200640,966.4197
200641,2807.2178
200642,929.3633
200643,6675.15
200644,21814.133
200645,2328.691
200646,7050.222
200647,9866.401
200648,132.61754
200649,6027.9106
200650,5216.565
200651,4552.108
200652,487.15463
200653,6638.908
200654,2718.8584
200655,12616.822
200656,1612.1016
200657,4130.3022
200658,6810.425
200659,3266.917
200660,6417.869
200661,9692.008
200662,1974.6099
200663,1325.0786
200664,1748.6089
200665,5431.2207
200666,1968.8502
200667,12112.903
200668,18480.621
200669,1615.4768
200670,8738.656
200671,1149.4586
200672,988.9857
200673,13560.774
200674,5360.8643
200675,5857.2354
200676,5224.1167
200677,8888.921
200678,2255.174
200679,1878.0189
200680,6607.75
200681,3072.8374
200682,2897.7712
200683,55.56933
200684,338.8778
200685,1403.8062
200686,2954.35
200687,3179.7903
200688,675.58105
200689,11100.273
200690,1809.2445
200691,6160.4
200692,3408.665
200693,6595.8384
200694,324.1506
200695,339.6248
200696,7562.029
200697,3683.7344
200698,29809.225
200699,569.6284
200700,1762.075
200701,6846.2817
200702,890.3417
200703,7721.4424
200704,719.57184
200705,1200.3486
200706,3724.5898
200707,1992.1
200708,774.50903
200709,2400.085
200710,613.4769
200711,5739.123
200712,12051.991
200713,12868.45
200714,1271.7415
200715,32468.629
200716,1541.7527
200717,1232.5642
200718,5128.5264
200719,3382.9106
200720,2701.474
200721,1747.264
200722,2298.212
200723,3937.977
200724,999.59125
200725,1797.279
200726,293.94647
200727,231.05696
200728,3685.585
200729,3666.6758
200730,1318.7742
200731,4380.1377
200732,851.6345
200733,6665.92
200734,2688.6216
200735,1038.651
200736,16455.633
200737,7920.538
200738,1748.2898
200739,453.26205
200740,6291.3604
200741,2448.4067
200742,6809.6772
200743,7816.034
200744,2331.4792
200745,4158.329
200746,1247.2125
200747,1267.453
200748,40639.613
200749,785.0242
200750,13534.616
200751,6458.9717
200752,3212.3376
200753,3454.37
200754,2225.4478
200755,2951.1987
200756,4334.8994
200757,3209.4897
200758,2413.8882
200759,959.89154
200760,16375.952
200761,2624.19
200762,2213.819
200763,2684.8616
200764,791.5868
200765,13845.8545
200766,922.60156
200767,1151.3981
200768,904.80896
200769,13537.232
200770,315.13748
200771,3809.8267
200772,1337.6489
200773,5772.3906
200774,13161.346
200775,3073.2754
200776,2589.2378
200777,3924.5098
200778,1672.6707
200779,4022.3447
200780,775.3579
200781,4905.279
200782,696.86255
200783,39870.477
200784,1200.072
200785,1611.4863
200786,5104.375
200787,3694.1794
200788,9068.374
200789,820.0115
200790,2892.5962
200791,4713.8857
200792,3400.0938
200793,4177.5605
200794,23946.467
200795,3602.833
200796,161.04866
200797,4115.613
200798,5251.877
200799,22446.457
200800,1948.5908
200801,300.57883
200802,194.8915
200803,1801.5593
200804,3771.1494
200805,8981.413
200806,5816.9717
200807,496.0177
200808,3167.5808
200809,748.26416
200810,2833.5535
200811,739.59344
200812,4168.859
200813,22752.621
200814,1084.2805
200815,1407.1598
200816,10448.565
200817,877.0907
200818,6403.733
200819,5759.108
200820,744.70465
200821,3754.2317
200822,6321.817
200823,2852.124
200824,530.3633
200825,11635.548
200826,1171.822
200827,2869.406
200828,11146.129
200829,12323.745
200830,7821.726
200831,4054.2446
200832,6120.511
200833,778.41907
200834,1584.8286
200835,1595.401
200836,1900.8418
200837,3704.484
200838,1451.4607
200839,5989.548
200840,3973.2676
200841,8536.769
200842,3282.6138
200843,3278.9946
200844,8402.249
200845,594.6616
200846,5939.725
200847,4194.2905
200848,972.1537
200849,12548.24
200850,1216.6084
200851,9377.22
200852,1779.9607
200853,6353.4634
200854,12726.835
200855,2906.005
200856,3768.3726
200857,1104.191
200858,17477.559
200859,1987.4312
200860,7544.3525
200861,1657.5386
200862,12876.854
200863,2732.204
200864,920.203
200865,27294.012
200866,6850.265
200867,5072.2
200868,2498.028
200869,356.9593
200870,13410.662
200871,1788.3307
200872,8708.032
200873,773.9748
200874,1281.2587
200875,3265.6978
200876,5593.4307
200877,3494.2925
200878,9458.943
200879,477.64145
200880,278.1658
200881,405.40445
200882,9968.208
200883,7122.891
200884,1398.7933
200885,2184.7148
200886,7024.877
200887,999.73267
200888,1183.8706
200889,2414.993
200890,1861.0292
200891,870.6786
200892,5311.849
200893,1322.0326
200894,905.47034
200895,6748.552
200896,3837.7163
200897,1848.0117
200898,12969.558
200899,4000.6265
200900,5786.368
200901,2548.8057
200902,17008.904
200903,369.60992
200904,929.63074
200905,1867.7861
200906,8929.88
200907,1210.487
200908,625.39526
200909,223.64851
200910,1692.2056
200911,711.01965
200912,4528.9385
200913,5024.4746
200914,5078.792
200915,3008.811
200916,1677.0889
200917,15547.879
200918,789.0404
200919,3841.0776
200920,1334.8918
200921,6087.792
200922,747.67236
200923,15081.842
200924,1297.1077
200925,7888.5977
200926,957.3419
200927,299.99655
200928,4736.302
200929,955.61804
200930,12029.913
200931,1970.2561
200932,1002.74316
200933,18029.773
200934,7351.285
200935,2168.9287
200936,5355.887
200937,29607.031
200938,11225.216
200939,3493.8208
200940,2764.829
200941,348.6163
200942,683.33484
200943,1844.8901
200944,17049.824
200945,1544.043
200946,1319.4686
200947,826.2199
200948,7804.1006
200949,17183.088
200950,5399.459
200951,7882.3623
200952,13028.866
200953,1920.6941
200954,1265.3124
200955,19978.707
200956,4831.46
200957,2715.601
200958,1296.8193
200959,1090.759
200960,3397.961
200961,5046.759
200962,8734.9795
200963,1185.4387
200964,2179.5286
200965,6184.11
200966,1848.6265
200967,4282.747
200968,3370.4773
200969,3890.4104
200970,13231.16
200971,1227.0776
200972,4046.2993
200973,10754.571
200974,16509.945
200975,3242.912
200976,30953.445
200977,12407.138
200978,2295.355
200979,580.03064
200980,9360.759
200981,1801.5659
200982,6792.697
200983,767.5678
200984,752.02313
200985,27241.387
200986,13540.665
200987,1102.6215
200988,291.19888
200989,1417.8445
200990,944.43225
200991,1262.8179
200992,2784.0068
200993,273.79514
200994,3036.3345
200995,1387.0386
200996,6004.8965
200997,112.72053
200998,1387.0239
200999,8721.602
201000,4420.9336
201001,7648.5293
201002,18118.479
201003,14438.781
201004,460.00916
201005,534.32556
201006,5588.548
201007,1590.9069
201008,6040.281
201009,2523.4312
201010,8560.284
201011,11788.376
201012,3410.022
201013,10590.066
201014,2464.2908
201015,5546.327
201016,1504.851
201017,2901.2312
201018,2404.8455
201019,12047.819
201020,7161.795
201021,2035.1
201022,7299.662
201023,33468.76
201024,6074.337
201025,2651.3606
201026,5278.6763
201027,3675.5933
201028,3791.0579
201029,1040.5475
201030,6862.6426
201031,16183.59
201032,507.60147
201033,8946.927
201034,243.41599
201035,5169.6973
201036,1191.2106
201037,1519.8376
201038,1355.4915
201039,4418.8604
201040,1490.2737
201041,341.99734
201042,3427.1367
201043,905.23315
201044,6397.336
201045,3811.3635
201046,2598.0977
201047,791.73816
201048,7085.6514
201049,688.38025
201050,6523.1094
201051,1356.3257
201052,4344.464
201053,660.0415
201054,2856.1045
201055,4105.1904
201056,2784.9417
201057,1862.728
201058,9358.585
201059,9612.235
201060,495.11484
201061,10945.81
201062,2906.983
201063,23930.414
201064,1872.6846
201065,996.42084
201066,1105.7703
201067,17555.61
201068,12591.465
201069,2554.4773
201070,24638.473
201071,498.72418
201072,2748.3916
201073,2448.7522
201074,22587.174
201075,3442.1274
201076,1568.1072
201077,7556.544
201078,1977.77
201079,9345.429
201080,2886.0625
201081,17818.291
201082,5412.365
201083,1007.404
201084,911.79974
201085,1542.8765
201086,7478.754
201087,1354.035
201088,8092.7295
201089,6491.2246
201090,7718.582
201091,602.82556
201092,6828.3955
201093,1650.5068
201094,5817.5938
201095,1941.9303
201096,3020.8477
201097,375.73203
201098,4934.913
201099,492.68546
201100,1730.3953
201101,8530.121
201102,2573.3215
201103,3559.691
201104,2715.4658
201105,5410.7783
201106,713.30615
201107,990.8824
201108,1976.1223
201109,7253.0996
201110,3316.18
201111,4383.9917
201112,10524.406
201113,7047.569
201114,4884.3535
201115,22899.344
201116,801.4663
201117,831.292
201118,1392.4996
201119,4925.2207
201120,3497.832
201121,2727.231
201122,7649.717
201123,6625.1885
201124,11762.029
201125,1516.363
201126,284.18698
201127,10917.388
201128,6999.5933
201129,20836.824
201130,3527.0503
201131,2636.8674
201132,4683.6616
201133,1308.4501
201134,7584.1416
201135,2007.8746
201136,5435.384
201137,654.0907
201138,395.92093
201139,5128.725
201140,10382.271
201141,603.1049
201142,1619.4546
201143,7758.51
201144,2581.5557
201145,7108.6396
201146,3524.8467
201147,3113.6318
201148,2218.3667
201149,756.94965
201150,3792.8596
201151,10689.888
201152,1394.1895
201153,1723.7052
201154,6895.4443
201155,3873.12
201156,1407.9944
201157,1023.8438
201158,1238.0979
201159,1585.2542
201160,631.98145
201161,2738.8176
201162,806.6073
201163,8662.781
201164,2032.2539
201165,1085.2954
201166,3201.3638
201167,868.7197
201168,824.2837
201169,1656.5499
201170,12293.256
201171,7022.789
201172,12688.922
201173,15287.327
201174,475.9385
201175,1176.9573
201176,1853.2446
201177,1684.8372
201178,3755.9016
201179,869.5388
201180,2269.645
201181,14183.998
201182,659.47046
201183,3328.8916
201184,2256.4253
201185,3193.3306
201186,817.8907
201187,13689.89
201188,4064.3025
201189,29161.37
201190,2450.3281
201191,10078.792
201192,4329.448
201193,1098.4109
201194,442.72748
201195,4129.233
201196,7453.3364
201197,5277.8057
201198,5063.947
201199,844.8446
201200,4955.155
201201,181.63344
201202,19368.07
201203,1212.4067
201204,1956.9585
201205,2075.2395
201206,2653.3682
201207,3767.6782
201208,10675.048
201209,557.4265
201210,6322.452
201211,195.42305
201212,21596.883
201213,7306.755
201214,21280.55
201215,1377.4645
201216,1474.4788
201217,117.12986
201218,1964.9819
201219,645.4798
201220,2833.9634
201221,3388.0132
201222,3690.876
201223,9014.756
201224,13726.544
201225,4098.218
201226,1043.3499
201227,3267.695
201228,1997.009
201229,13422.496
201230,2997.1157
201231,5423.7803
201232,14272.152
201233,4887.1133
201234,30807.861
201235,21756.252
201236,2965.1152
201237,14163.584
201238,1286.4941
201239,9290.139
201240,1138.2458
201241,7724.5693
201242,1274.5217
201243,2407.8164
201244,8327.889
201245,4089.5872
201246,585.41284
201247,22820.242
201248,489.32538
201249,6951.2124
201250,3884.435
201251,5642.4106
201252,1143.9708
201253,6943.417
201254,8279.428
201255,8796.728
201256,30047.32
201257,1114.4554
201258,9290.981
201259,2865.5564
201260,47370.2
201261,4271.206
201262,810.49506
201263,5659.282
201264,16694.71
201265,806.38226
201266,197.3925
201267,535.36456
201268,1824.0173
201269,6925.311
201270,1652.6548
201271,5912.8237
201272,6679.834
201273,481.22775
201274,1534.7742
201275,6375.425
201276,2968.4678
201277,1112.9362
201278,10589.353
201279,4864.049
201280,3621.1873
201281,1061.5408
201282,2819.8086
201283,1526.167
201284,2804.2563
201285,1525.2765
201286,1418.3335
201287,449.32657
201288,1551.176
201289,423.05203
201290,2460.4578
201291,6182.5522
201292,4303.509
201293,2512.8699
201294,3071.855
201295,5406.923
201296,2798.3926
201297,2184.5366
201298,462.91754
201299,1439.3011
201300,23636.895
201301,4065.3735
201302,13846.774
201303,2553.7402
201304,8873.468
201305,4430.2485
201306,8903.305
201307,1014.13184
201308,4089.3674
201309,3069.1602
201310,13599.954
201311,4870.589
201312,29187.191
201313,32319.922
201314,2623.6753
201315,1225.8986
201316,2361.374
201317,5948.6523
201318,8152.3716
201319,2157.8982
201320,4437.835
201321,809.2798
201322,9154.61
201323,5619.0967
201324,5804.485
201325,8904.103
201326,11100.353
201327,1390.0054
201328,3985.0474
201329,820.692
201330,18224.576
201331,3778.3804
201332,8505.448
201333,15747.304
201334,1741.4133
201335,16034.604
201336,548.61865
201337,9425.659
201338,5249.1143
201339,2492.4956
201340,13036.685
201341,9145.112
201342,41582.11
201343,4649.4004
201344,7815.2334
201345,27907.807
201346,16419.412
201347,610.50977
201348,598.3444
201349,7942.473
201350,3533.1602
201351,2227.7114
201352,493.15756
201353,589.07684
201354,7061.3096
201355,13184.003
201356,11684.3
201357,6945.448
201358,4014.9478
201359,5453.8457
201360,1887.0049
201361,7823.0063
201362,9113.5625
201363,9100.984
201364,8318.488
201365,8892.772
201366,13288.147
201367,18410.85
201368,2471.8442
201369,5178.67
201370,15018.991
201371,3149.1304
201372,25432.326
201373,1387.0469
201374,9173.393
201375,1317.769
201376,779.29895
201377,5915.9204
201378,3089.8818
201379,14195.323
201380,976.60156
201381,2287.1682
201382,15842.429
201383,2881.0947
201384,470.02985
201385,7494.094
201386,4529.2314
201387,8009.7446
201388,11173.694
201389,3115.5278
201390,36209.637
201391,792.1591
201392,2077.9512
201393,1978.9475
201394,8369.099
201395,17529.059
201396,9724.381
201397,10021.385
201398,6046.949
201399,2365.1099
201400,1281.0294
201401,3148.5342
201402,3195.336
201403,12565.192
201404,3752.6333
201405,1962.6864
201406,29606.715
201407,22595.469
201408,8657.603
201409,10327.099
201410,607.2134
201411,1804.2618
201412,5269.2354
201413,18412.043
201414,6998.6445
201415,1606.5798
201416,1303.5698
201417,964.6391
201418,1105.7366
201419,13480.901
201420,16207.836
201421,10967.916
201422,1287.5375
201423,6621.0083
201424,10552.755
201425,941.9159
201426,1019.53723
201427,3576.1333
201428,4501.358
201429,2032.1385
201430,11436.836
201431,10283.753
201432,850.3059
201433,1878.185
201434,440.95874
201435,3433.9995
201436,3746.8254
201437,5530.722
201438,1484.244
201439,6011.1562
201440,5754.88
201441,15973.189
201442,4332.0957
201443,8442.349
201444,470.89807
201445,281.0819
201446,2441.3271
201447,7088.6543
201448,2818.835
201449,14961.929
201450,268.5941
201451,698.2334
201452,8354.712
201453,1273.9214
201454,3064.624
201455,3740.2317
201456,3539.8499
201457,2944.4062
201458,1237.7372
201459,4763.43
201460,1791.8135
201461,3777.1177
201462,6769.8613
201463,4928.9824
201464,4468.4497
201465,13137.585
201466,822.56433
201467,2823.266
201468,7259.703
201469,2706.6
201470,5893.614
201471,1396.8315
201472,411.64456
201473,14740.341
201474,1197.9768
201475,1627.7734
201476,1562.6704
201477,4253.124
201478,2626.1655
201479,2749.8423
201480,1292.0452
201481,11632.339
201482,42963.01
201483,9476.339
201484,1285.3832
201485,12497.481
201486,5230.4307
201487,915.75354
201488,14033.437
201489,3253.5073
201490,22842.55
201491,1162.6311
201492,2022.7229
201493,5906.678
201494,1087.831
201495,477.81332
201496,1887.5255
201497,18245.883
201498,6065.835
201499,1224.5195
201500,14263.58
201501,28099.54
201502,10735.819
201503,1777.367
201504,10765.241
201505,1008.3394
201506,15581.534
201507,6910.121
201508,719.989
201509,5544.902
201510,595.197
201511,2783.7783
201512,1823.7563
201513,1760.5366
201514,785.823
201515,3493.0361
201516,757.27814
201517,3794.7441
201518,4645.409
201519,2050.6008
201520,4301.3374
201521,1436.8403
201522,47461.273
201523,8230.614
201524,1625.8429
201525,7531.9556
201526,6880.0444
201527,347.17917
201528,8215.685
201529,2641.267
201530,15152.831
201531,18675.434
201532,4500.0684
201533,14042.449
201534,5097.3306
201535,18541.672
201536,1467.009
201537,766.0514
201538,607.6929
201539,774.767
201540,26130.66
201541,756.85046
201542,143.83731
201543,18238.77
201544,197.55067
201545,1923.3284
201546,7588.1826
201547,9088.978
201548,2783.41
201549,3939.731
201550,4087.9639
201551,5900.6914
201552,4725.5796
201553,9728.976
201554,3272.6711
201555,7491.273
201556,2453.5166
201557,3793.5854
201558,6919.6484
201559,5789.168
201560,521.86127
201561,667.5321
201562,7796.0264
201563,1478.8887
201564,946.74927
201565,2151.816
201566,17675.701
201567,887.4469
201568,500.8683
201569,201.42543
201570,3558.5684
201571,697.29175
201572,744.9169
201573,1803.4216
201574,387.81793
201575,8326.283
201576,485.9836
201577,9082.136
201578,6780.8916
201579,6283.7725
201580,1131.4836
201581,1049.6636
201582,1348.831
201583,3059.2363
201584,1583.0188
201585,2365.9783
201586,356.20566
201587,1337.1421
201588,720.1593
201589,846.88696
201590,221.96492
201591,1010.7755
201592,20838.854
201593,967.2881
201594,1178.9434
201595,6967.996
201596,1506.1147
201597,5212.0537
201598,476.6937
201599,3582.978
201600,3804.1826
201601,1283.6909
201602,2258.5493
201603,8237.323
201604,537.828
201605,4089.6968
201606,4027.5063
201607,85.20816
201608,8038.9604
201609,3683.388
201610,14089.825
201611,16455.047
201612,26991.504
201613,8784.38
201614,4335.4966
201615,3173.2927
201616,8012.989
201617,2099.118
201618,1514.739
201619,1417.9045
201620,2295.83
201621,3154.7056
201622,697.32764
201623,2860.5928
201624,1899.176
201625,1768.863
201626,7616.7354
201627,11156.511
201628,7549.9287
201629,28828.523
201630,6749.0596
201631,8791.418
201632,989.6812
201633,3942.509
201634,9860.399
201635,8715.581
201636,8568.581
201637,9148.37
201638,4304.5
201639,947.34033
201640,2719.8206
201641,11968.69
201642,12482.087
201643,375.36023
201644,2942.5396
201645,750.9717
201646,11340.835
201647,2631.524
201648,257.55978
201649,3469.8481
201650,13556.3
201651,7778.33
201652,13017.39
201653,34131.47
201654,15315.065
201655,3108.349
201656,4183.84
201657,14912.0
201658,986.1847
201659,4009.9197
201660,9997.911
201661,4398.6562
201662,3111.5103
